data,ghi_real,ghi_real_normalizado,ghi_real_wm2,ghi_previsto_xgboost_normalizado,ghi_previsto_xgboost_wm2,ghi_previsto_mlp_normalizado,ghi_previsto_mlp_wm2
2023-10-26,0.2047244094488189,0.2047244094488189,79.16666666666667,0.19476561,75.68282413172224,0.1988791769032859,77.20912793015671
2023-10-27,0.3937007874015748,0.3937007874015748,148.33333333333334,0.33367208,127.2229100378851,0.2444999136071043,94.13632211130265
2023-10-28,0.23622047244094488,0.23622047244094488,91.83333333333331,0.315112,120.3363463828961,0.3155263650090271,120.49009501689109
2023-10-29,0.05511811023622047,0.05511811023622047,24.791666666666668,0.26075935,100.16925183931986,0.2705455213462272,103.80032781617305
2023-10-30,0.2047244094488189,0.2047244094488189,79.625,0.30233026,115.59378855427106,0.22865647408162385,88.25774590403584
2023-10-31,0.18110236220472442,0.18110236220472442,72.04166666666667,0.24761732,95.29300948791206,0.24166981150390313,93.08623631009405
2023-11-01,0.33070866141732286,0.33070866141732286,125.54166666666669,0.19255239,74.86162552485862,0.20125176327497854,78.08945633182016
2023-11-02,0.2125984251968504,0.2125984251968504,82.54166666666667,0.31775367,121.316518937548,0.27194782607291257,104.32064129913692
2023-11-03,0.2047244094488189,0.2047244094488189,79.0,0.20938188,81.10606778909762,0.22783475052748317,87.95285222696823
2023-11-04,0.11811023622047244,0.11811023622047244,46.708333333333336,0.17217474,67.30066798813641,0.2208264977733382,85.35249844464903
2023-11-05,0.25196850393700787,0.25196850393700787,97.45833333333331,0.15004916,59.09115888985494,0.17969601369188667,70.09137508026045
2023-11-06,0.1732283464566929,0.1732283464566929,66.95833333333333,0.2505116,96.36690330257018,0.23421799116849598,90.32130047314402
2023-11-07,0.14173228346456693,0.14173228346456693,54.91666666666666,0.19591694,76.1100130546838,0.20001111286581066,77.62912333625182
2023-11-08,0.015748031496062992,0.015748031496062992,7.833333333333333,0.19408566,75.43053253740072,0.20212871683022174,78.41484264054685
2023-11-09,0.33858267716535434,0.33858267716535434,128.16666666666666,0.155036,60.9414833895862,0.14635814677200043,57.72163737519432
2023-11-10,0.2440944881889764,0.2440944881889764,93.125,0.2537319,97.56177610903978,0.24447664986233877,94.12769029267194
2023-11-11,0.2992125984251969,0.2992125984251969,114.91666666666669,0.14179596,56.02887712294856,0.2066804392846627,80.10372132624673
2023-11-12,0.2992125984251969,0.2992125984251969,115.16666666666669,0.21730584,84.04618736853202,0.2432957829178464,93.68953945347592
2023-11-13,0.33858267716535434,0.33858267716535434,130.29166666666666,0.21907486,84.7025679256767,0.23527480561002903,90.71342266488784
2023-11-14,0.33858267716535434,0.33858267716535434,129.41666666666666,0.28194472,108.02990620210767,0.2561972076072815,98.4765055726184
2023-11-15,0.2992125984251969,0.2992125984251969,114.83333333333331,0.2903976,111.16628145053983,0.2541868111943626,97.73056473690828
2023-11-16,0.25984251968503935,0.25984251968503935,98.5,0.25029716,96.2873416878283,0.27752713524351513,106.39079747264593
2023-11-17,0.03937007874015748,0.03937007874015748,17.708333333333332,0.24301039,93.58364561138053,0.25388508013196376,97.61860994063072
2023-11-18,0.3228346456692913,0.3228346456692913,122.875,0.2237288,86.42937564477324,0.20586377951992332,79.80070652603821
2023-11-19,0.31496062992125984,0.31496062992125984,121.5,0.29308826,112.16462214042743,0.27746594789788426,106.36809441794414
2023-11-20,0.11811023622047244,0.11811023622047244,48.458333333333336,0.24226645,93.30761269852519,0.26523016548454337,101.82810931832744
2023-11-21,0.015748031496062992,0.015748031496062992,8.875,0.20987311,81.28833521033326,0.21905781939241667,84.6962450703946
2023-11-22,0.08661417322834646,0.08661417322834646,36.41666666666666,0.13371395,53.030111952995256,0.1854302486660234,72.21901518212243
2023-11-23,0.2283464566929134,0.2283464566929134,86.91666666666667,0.17152794,67.06067831131318,0.17081365403756985,66.79564955018998
2023-11-24,0.2992125984251969,0.2992125984251969,113.45833333333331,0.16500583,64.64070591951409,0.1895972322827851,73.76513972825839
